"ITEM_ID","ITEM_DESCRIPTION"
63041,"KASHAYA PET BOTTLE 200 ML"
31005,"Size:4 ½*2½ Steel officer table with 3 Drawers on RHS & Left side door box with wooden prelaminated board with 2mm beading colour Gray body,Thickness 209"
139027,"HP MFP M128fw LaserJet Pro Printer"
6069,"Pet jar sticker 500 ml"
172173,"LR2750, Continuous level sensor"
9376,"HAND WASH LIQUID"
7699,"MECHANICAL SHAFT SEAL 24 MM"
127029,"SHRIKHAND PINEAPPLE 150 GM"
235231,"DIMA V-RING SEAL V50S BV50S"
235265,"DIMA SPACER BLUE COLOUR 821262017704"
235246,"DIMA PNEUMATIC VALVE AEVE005"
64023,"AMMONIA SOLUTION ABT.30% AR (SP.GR0.89)"
8341,"PAINT ROLLER 4"
7024,"BEARING BALL 6208 Z Z"
190172,"DN 40 Cast Strainers FMSTR31, Screwed BSPT IBR"
271172,"MILK TANKER MOVEMENT PASS BOOK"
269179,"Pressure Adjuster 043.0004"
380195,"KAHALP-103 3CARE BOLUS 1BOLI"
219172,"ALMIRAH GODREJ STEEL (OFFICE ALMIRAH 5.5 FT)"
7047,"V BELT   B36"
384189,"Printing and supply of 2022 New year Wall Calendar"
304287,"U-RING 25*35*5 J80410104"
304288,"GUIDING RING 64*68*8 J04910069"
6018,"GUM BOTTLE (TUBE TYPE) 50ML"
6625,"AIR REGULATOR WITH METAL BOWL"
192270,"Grease Seal, Bearing Retainer - U2 134 101829+"
192262,"O-Ring, Rectangular Flange, EPDM - U2 134 N70369"
6467,"RUBBER BEADING"
8373,"REAGENT BOTTLE WITH SCREW CAP 500ML."
10570,"HANSA FILE"
8457,"LDPE FILM - CURDS 1KG.-3 COLOUR"
384172,"THERMOMETER PROBE (THERMOMETER PROBE DOSING)"
64047,"FURNACE OIL PUMP SET WITH BASE PLATE FOR PUMP AND MOTOR"
393216,"New Motor ASSY with modification kit"
211182,"COPPER TUBE TERMINALS LONG BARREL 300  SQ MM"
385177,"HILL BRUSH HAND BRUSH -B863RES (SIZE:317*60MM)"
379174,"LENOVA TAB TB-X505X"
204192,"630 AMPS DN3-630-M L&T"
432226,"FURFURALDEHYDE (FURFURAL)"
508229,"TOP OF FORM ZT-55 VSD AIRCOMPRESSOR 300 CFM BOTTOM OF FORM API789039"
510217,"PLC BASED CONTROL PANEL WITH HOOKUP WITH AUTOMATION"
394217,"PVC SOLVENT"
8823,"CPVC ELBOW"
354177,"FESTO MSFG-24/42 V 50/60-OD PART NO-34411"
153174,"Stainless Steel Deep Ladle Dimensions - Length -18inch, Laddle Diameter -8inch"
489221,"SPX Flow Sietal Separator Threaded locking ring Model:M02772 Serial No:SL400708800"
469222,"Calibration of Conductivity Transmitter"
8458,"(INACTIVE ITEM) LDPE FILM SPECIAL TONED 200ML. 8.COLOUR"
154175,"Stainless Steel Bucket Multipurpose, Non Joint - Leak Proof, 100% Stainless steel - 15 LTR"
9570,"DISPOSABLE HAND GLOVES 100'S"
9464,"DRY GRAPES"
144050,"Gate valve assembly Part no - 3V963DM24"
580222,"VETDRUG 379 FOOMASULE NO-2 100ML"
354316,"BILKET 100ML"
586231,"RASAGULLA TIN 500 GM"
563217,"NEW BRAND COMPATIBLE 88A CATRIDGE"
555218,"FORACORT ROTACAPS"
545216,"PNEUMATIC ACTUATOR FOR DPAX,DN25/80,SINGLE ACTING NORMALLY CLOSED ACT-AS025P10100"
63050,"CREAM 1 LITER"
496217,"Marathon 3 Phase Induction Motor  , KW/HP: 0.55/0.75 , RPM : 910, Frame : 80  Foot Mounted"
520217,"TEMPARATURE SENSOR 6-56443381"
308218,"CDC BULK HEAD UNION PMM 08 * M16"
556217,"SKF- BALL BEARING 6202 ZZ"
501217,"WILDEN - NEOPRENE BACKUP DIAPHRAGM PART NO:01-1060-51"
373186,"P020AA MICRO FILTER ELEMENT"
566219,"ESSAE AMC OF WEIGHING SCALE - DS450SS- 3KG 45013127344"
373191,"6ES71346JD000CA1 -AI 4XRTD/TC 2-/3-/4-WIRE HF"
549229,"kit,service,pump,p4,p7&p10,1028304"
549231,"kit,filter,saturn,melter,100mesh,1028305"
54137,"EUCALYPTUS OIL(400 ML)"
54172,"ULTRANISE"
617244,"TPT_TCD"
81059,"BADAM FLAVOR 180 ML -5 LAYER UHT FLEXI FILM"
359197,"SS MILK MEASURING SET"
655294,"CONCENTRATE PREHEATER"
579321,"UTREVIVE-1 LTR-VETDRUG 376-"
571233,"TASKY GROMMET 9,5 4125226"
617270,"SPX PACKING CROSS HEAD COVER"
624238,"DRIVE SHAFT BF325 1.4404 Part No:2004B405"
539219,"Rotating jet Cleaner Type 560-360  degree  ,  Part no:2224193"
539229,"Spherical roller bearing D35xD72xW23   ,  Part no:2236033"
541255,"O-ring 105x3  ,  Part no:1200295"
541254,"O-ring 74x3  ,  Part no:1201610"
541233,"Steam nozzle tube  ,  Part no:2125052"
631263,"SHOE RACK SS-304"
659266,"ECHINACIA (450 ML)MT"
642246,"L&T MPCB MOG-H1-1600"
613253,"HI-MEDIA AMMONIUM DIHYDROGEN PHOSPHATE PTC0001"
639260,"ALFA LEVEL UNIQUE DOUBLE SEAT(WET END), 125/150MM"
340198,"B-47 V BELT"
657299,"SIEMENS STAR DELTA TIMER 3-60SEC 3RP1576-1NP308K"
694269,"WHISTLE STEEL METAL"
633250,"HEX SOCKET SCREW ISO4027 M 6X20-A2-70 ART NO 30127877"
631257,"15 FEET 51MM SS FLEXIBLE HOSE"
749303,"AMC CHARGES - TTO PRINTER MINI LOCAL"
718300,"TEMPERATURE INDICATOR TD14D04"
304211,"STUD ELBOW FITTING MALE THREAD BSPP G1/2,  6MM AIR TUBE"
758293,"QUICK HEAL SERVER EDITION SINGLE USER 3 YEAR"
677261,"SS PIPE 20MM (ID) 3MM THICKNESS"
8349,"PUTTY BLADE 4 inch"
174173,"UM30-212113, 6036917, Ultrasonic sensors"
761322,"FLPA -07 LIMITATION VALVE"
761329,"FLPA-07 CIRCLIP"
801301,"SD FINE PETROLIUM ETHER 20179"
755290,"E & H or BAUMER LEVEL SWITCH"
192235,"Gasket 0007-2208-390"
827321,"TEFLON BUSH FOR AGITATOR"
761298,"Car shoe liner"
712288,"EYE MARK SENSOR DK10-LAS/76A/110/124"
832353,"U-CHANNEL"
646301,"Radial shaft seal D20*D42*B7	1202980"
778326,"WHEY POWDER REGISTER"
811321,"CRATE FOR SLIDING DOOR"
796296,"VI SEAL INCL VITON O-RING (60026358)"
848337,"FAN HUB 250KVA"
244175,"INDIFOSS TUBE 2.8/4.4 PERISTALIC PUMP"
856340,"COARSE SCREEN"
8015,"BRACKET"
837335,"AUTOMATIC FIRING SEQUENCE CONTROLLER FOR SAACKE BURNER F-GDSA:50/60HZ/230V A.C 2A S-NR:1-8420-143303"
387229,"GAS FUME HOOD"
870335,"SUPPLY OF 11KV GRADE 20/1 A CURRENT TRANSFORMER OF 2.5VA BURDEN 0.2CLASS"
815325,"VALVE SEAT GASKET L/T XM1800000000000000 PART NO.2# 76-EPDM-R"
874352,"10 KLPH CURD MILK HEATER"
837339,"MECHANICAL SEAL FOR GRUNDFOS PUMP SET CR15-04 A-F-A-E-HQQE"
888386,"LABOUR SUPPLY FOR PRODUCTION OF KALAKANDH"
855340,"ATLAS COPCO DRIVE SHAFT BEARING KIT-2901111200"
891500,"COST TOWARDS HYDERABAD TOUR PACKAGE CHARGES"
645266,"6SQ MM  FLAT COPPER CABLE"
888424,"CALIBRATION OF TRIPLE DOOR REFRIGERATOR"
886385,"TUR OIL DRAIN TUBE"
901410,"WOOD HANED"
768309,"GASKET, MAKE:ALFA LEVEL, PART NO:6-518362 01"
769294,"WEAR RING, MAKE:ALFA LEVEL, PART NO:6-518462 01"
891496,"Floor Scrubber with handle Make Galileo Model:H99-MF043)"
886393,"63.5MM UPPER SEATING GASKET"
896378,"SS 304 MESH FILTER FOR INLINE STRAINER"
914387,"FILTRATION ROOM FAN"
914388,"SPRAY DRYING SUPPLY AIR FAN WITH ANNUBAR TYPE FLOWMETER"
919489,"3.15MM ELECTRODES SHIVA"
911389,"Spindle assy, crosscut 3/8"",ss  , Part no-019268"
923462,"CONDENSOR FAN MOTOR FOR SPLT AC ODU"
891399,"FLOUR MILL MACHINE"
921445,"TAB. NOVASTAT GOLD 20mg"
927484,"SUPPLYING AND FIXING MCB ON EXISTING DISTRIBUTION BOARDS COMPLETE WIRING CONFIRMING TO IEC 60898-50-63 A TPN"
935444,"Removing of old Cement Sheet and Fixing of New Galvalume sheet"
926451,"CORNER RING GASKET I-20A"
927460,"HIGH PRESSURE JET E-130(SINGLE PHASE), SINGLE PHASE HEAVY DUTY COLD WATER HI PRESSURE JET CLEANER -130 BAR PRESSURE/3 KW MOTOR POWER"
951458,"VITAMIN D TEST"
951464,"WATER SAMPLE AS PER IS 10500"
10534,"ALLEN KEYS 5MM"
930449,"EXTERNAL LAB SERVICES FOR TESTING-SALTED BUTTER"
977462,"LED CONTENT SLIDES FOR INAUGURATION OF MAGADI NUTHANA SHIBIRA KACHERI ON 13.09.2024 AT MAGADI TOWN & ANNUAL GENERAL BODY MEETING ON 14.09.2024 AT WHITE PETALS,PALACE GROUNDS"
354433,"CALENDULA 450ML"
984472,"0-RING PART NO.8144 (32X3.55)"
984459,"STEEL BALL PART NO.8124"
980464,"MS SHAFT LENGTH:740MM, DIA: 43MM, SLOTS WITH KEY: 02 NO'S 9 MM, MOC: EN-8"
989462,"PROCESSED CHEESE BLOCK LIFTING DEVICE, MOC:SS316"
901436,"NILKAMAL ROSA PLASTIC MID BACK WITH ARM CHAIR SET OF 2 (RUST BROWN)"
992495,"RUBBER BEEDING"
269174,"FEEDING FILTER UNIT FOR OIL-038.0020/P"
995495,"LEVER 11048270"
789296,"Supply & Applying of 4mm thick PU Concrete Flooring"
1005484,"Supply and Installation of 20mm Aluminium pipe line to transfer Nitrogen from Nitrogen generator to New peda packing area"
993495,"SD FINE PARA ROSANILINE CHLORIDE"
992476,"COLLAR, Part No-GB04207A0721"
924473,"CYL DIA70 M/C LG02 BP02,PART NO:000200040"
1014485,"REMOVING AND CLEANING OF SOOT FROM BOILER CHIMNEY"
1028499,"800A CHANGEOVER SWITCH"
829341,"Cleronendrum inerme Plants"
8812,"G M Gate Valve1/2"
1038494,"AG 1"" Tank Connector(IP)-UPVC"
1031494,"MRF Batting Gloves sl"
988462,"REPLACING IRON FRAME FOR REVOLVING CHAIR"
7965,"THRUST WASHER (SS316+HCR)"
9497,"SS CUP"
1039507,"Asian Paints  ultima protek  Colour Code Empire Yellow 7918"
1054512,"Repair of duplex filters"
8612,"PP BOX FOR 250GMS. MYSORE PAK"
1064550,"ALLUMINIUM BIG AND SAMLL UTENSILS"
330181,"AMLONG 5MG"
10029,"REFURBISH IFU"
1058519,"SIEMENS BATTERY MODULE,PART NO:6EP1935-6MD11"
1073545,"Nippon Pro floor SUMO SHIELD EP TOPCOAT Self-levelling epoxy resin-based floor top coating paking Size: 15 kgs"
1081532,"SILICON HOSE FOR DISTILLATION SYSTEM"
1083528,"Curing Mat (Gunny Bag)"
1057503,"Cogged belt pulley, Code:1423009"
1060544,"Egli 2T CBMM  EBP O-Ring  Part no. 5210.034.0035"
1081537,"ZR75 Air Compressor 16000Hr Kit Service Part No-2230004103"
255173,"BEARING"
1071531,"3.5 KVA OFFLINE UPS OF MAKE LUMINOUS/MICROTECH FOR LIGHTING LOAD WITH 150AH 2 NOS MAINTENCE FREE BATTERIES OF EXIDE/AMARON MAKE"
1104538,"HONEY BEE HIVE CONTROL"
965472,"CEFHEST 10ML"
1085527,"L -Series(Gas) Recovery Unit"
1124561,"WIRING WORKS"
1124562,"DISHA BANNER 8 X 4"
1131551,"BOREWELL DRILLING DEPTH 700 TO 800"
1136590,"VFD Controllers-Marut Air HVLS Fans MRT--3.7C"
1140530,"TRACE ELEMENT LEAD, CADMIUM ARSENIC MERCURY, ZINC TESTING CHARGES"
30014,"RABONIC DSR"
9763,"SAAF KIT 200ML"
8498,"PP FILM, GHEE 500 ML-5 COLOUR"
54145,"LIQUI D3"
54081,"EPSON LQ-2090 DOT MATRIX PRINTER"
145071,"Executive Chair (Premium) - Mesh back, adjustable head rest, adjustable lumber support"
114026,"PREVENTIVE MAINTENANCE KIT"
6291,"KUNDA RETORT 200 GM"
6290,"BELGAUM KUNDA TIN 250 GM"
63048,"YOGURT BANNA HONEY 100 ML"
189173,"Garden Automatic Rotating Sprinkler with Nozzle Heavy Duty Irrigation Sprayer Head "
145045,"Dry Mop Frame-40cm(Wire Mop Frame- 40 cm)"
54116,"DOMSTAL"
10107,"GERBER CENTRIFUGE MACHINE ELE"
234172,"DIMA O-RING SEAL 4275 BO4275"
278178,"PRINTER STAND FOR LINX 8840"
235230,"DIMA O-RING SEAL 0147 BO0147S"
235254,"DIMA V-RING SEAL V30A BV30A"
235289,"BETAVAC LID LOCK ROLLER SHAFT M5010-1106-01"
177172,"3 Core Flat Cable Capacity - 6 Sqmm"
177173,"Vertical Submersible Pumpset 7.5HP 12stage"
7715,"TURPENTINE OIL / THINNER"
140035,"HEIGHT ADJUSTMENT RING   6-57966101"
374174,"LAPCARE 4G UNIVERSAL DONGEL WITH WIFI"
368173,"COB MILK"
47011,"CIRCLIP FOR MOTOR MODEL MOVI32/14HWD, MAKE- KSB LTD"
262172,"TRAY FOR 100GR PEDA / MYSOREPAK"
354358,"AX130 NEUROXIN M 30ML"
384190,"Printing and supply of 2022 New year Executive Diaries(140*120)"
284179,"Torsion Spring (2010286)"
51016,"LONG NOTE BOOKS 200 PAGES"
10148,"SS MILK COLLECTION TRAY"
9246,"SODIUM BICARBONATE - 500 GRMS"
214172,"SIEMENSANALAG INPUT MODULE 6ES7134-6GF000AA1"
6405,"TAGS, COTTON"
8462,"LDPE FILM - 1000 ML SHUBAM-4 COLOUR"
349172,"ASIAN PAINTS DAMP PROOF ADVANCED"
54088,"5” SMS UNION  GASKETS"
7565,"ELECTRICAL GRADE RUBBER MAT"
11033,"COPY PRINTER INK"
385176,"HILL BRUSH Stiff Grippy Scrub (SIZE;152*60MM)"
9599,"LIXEN IU 4GM"
432220,"ACETONE MB179-500ML"
494216,"S S Nails 2"""
487219,"Finolex/Ashirvad/Supreme MS Clamp 4"" dia"
152172,"Heavy Gauge Aluminium Tapeli with Handles Dimensions- Height-11 inch, diameter- 18 inch, capacity-10kg"
9434,"REFINED SUGAR S-30 GRADE"
297217,"QSC-10H Blanking Plug"
160174,"1'' RACEWAY"
6692,"GASKET 0007-2546-750 FOR W/F 20KLPH CS"
192191,"Gasket 0007-3619-600"
54235,"AIRTIO-F (30 INSTA CAPS)"
116060,"O-RING 34  4280344"
485220,"Transportation Charges"
284174,"Frozen culture DSM DH-1030"
560217,"AMT AIRCONIC SPINNER 69 CM ARTICLE NO:88G(4) 08 007"
570225,"OCM GENERAL SUITING SHADE NO:84"
6595,"CORNER GASKETS S-62"
579260,"VETDRUG 464-MASTILEP GEL-125gm"
6678,"END PLATE GASKET S-18 PHE"
554216,"HYDROCHLORIC ACID (BULK 33% Commercial Grade)"
145087,"2.5 SQ MM COPPER CABLE"
586255,"GL ENERGY BAR WITH WHOLESOME NUTS 22GM"
346178,"GOLD PEG LIP SEAL ASSEMBLY GH-25533"
605225,"KARA DANTU  250 GM"
419221,"KSB PROFILE JOINT"
7912,"AIR FILTER 4020551"
384186,"Computer Table 5 Feet(W) x 3 feet (D) x 2.5 feet (H) RHS 3 Metal Drawers  with keyboard telescope channel , CPU Shelf and made of termite proof board with pre laminated board"
589223,"Releasing tool QSO 6mm  Part no:158419"
625234,"SERVO MOTOR(KINETIX)  MOD NO - MPL-B230P-VJ74AA"
622234,"Cup lifter & ejector disc"
8205,"SEQUENCE CONTROLLER"
610227,"SD FINE CONGORED-25G 30025G25"
610225,"SD FINE DIETHYL ETHER-2.5LIT 38132L25"
605219,"ROLLAR BEARING FOR DOOR MECHANISUM (TRACK ROLLER)"
644263,"ACID SOLUTION TANK 20KL"
625230,"TAB. JALRA 50MG"
7616,"MCB SINGLE POLE 6AMPS"
581230,"L&T / CRANE BUTTERFLY VALVE DN 65 PN 16"
581232,"L&T / CRANE BUTTERFLY VALVE DN 50 PN 10"
175201,"SITRANS P-200, 7MF665-3CA00-2AA1,  gauge and absolute pressure"
652285,"NEUROXIN-M VETAL188"
580220,"FERROUS SULPHATE 1000S-VETDRUG 155"
655270,"BILFLOX  VETDRUG 148"
623233,"GALILEO  FLOOR SQUEEZE18""(45 CM)BLUE BODY WHITE RUBBER BASE ONLY"
345172,"PACKO O-RING PUMP CASING   - FP2 /40-160 /552"
579328,"BOROSIL MEASURING CYLINDER 1000ML"
605249,"BUFFER SPRING #082.28.090.50"
605255,"CYLINDER LINER ASSEMBLY KCX #336.40.400.50"
631253,"Moisture Trap with ss304 Drain valve"
631255,"1""SS PIPE"
631244,"11/2'' SS Pipe"
652264,"LOAD CELL FOR DS-251N, 60 KG CAP. WEIGHING SCALES"
663271,"J TYPE SENSOR"
663276,"SEALING GASKET FOR 250 GMS"
651262,"38047570000 / Belt FAB2E 225x325 1.5kg CWEmaxx 1500 (11500290)"
657325,"Light sensor WTB9-3P2461"
701285,"PRODUCT VACUUM PUMPS SEAL WATER SYSTEM"
56022,"CRATE WASHER LOG BOOK"
611233,"BOROSIL VOLUMETRIC FLASK 500ML 5641024"
633249,"STAR HANDLE ART NO:33114850"
704274,"VETAL54-REPROMIN DRY"
10271,"BALL BEARING 6204"
670285,"TETRAPAK 50KL SEPARATOR OUTLET DEVICE COMPRESSION SPRING"
657310,"KIRLOSKAR IMPELLER CAST IRON SPL3+"
692261,"APRON-WHITE XL"
731290,"CIP WINCH & HOSES"
665270,"FBF OR GASKET 003.0159"
41001,"CPV DIAPHRAGM AIR SIDE 0004-2312-750"
304220,"STUD ELBOW FITTING MALE THREAD BSPP G3/8,  12MM AIR TUBE"
304186,"STRAIGHT STUD FITTING MALE THREAD BSPP G1/2,   6MM AIR TUBE"
387242,"RO MEMBRANE"
304217,"STUD ELBOW FITTING MALE THREAD BSPP G3/8,  10MM AIR TUBE"
11227,"MILKOSCREEN  CLEANING SOLUTION - 60055874"
794300,"Legal Size Envelop with Printing"
793296,"BRASS NUT& BOLT"
781310,"Providing and Fixing of Cooling Paper to Door and window Glass"
712289,"GUARD MASTER SINGLE INPUT SAFETY RELAY 440R-S12R2"
785291,"VISITING CHARGES FOR INSPECTION/SERIVCING OF SAACKE BURNERS"
782289,"M.S SPROKET 18 TEETH X ¾"""
822326,"SS PIPE LINES SUITABLE"
790294,"GESTNER COPY PRINTER MASTER ROLL"
766293,"Lift coupler"
761315,"Door Rope"
6985,"AMS 22 GT BRITAIN SKF MAKE BEARING"
825323,"X-RAY POWER SOURCE, PART NO:AP3000-140M"
843335,"5 STEPS STAINLESS STEEL-304 RACK WITH WHEELS"
646352,"Thoothed belt SYN 16 AT 3/549	2212597"
778343,"UHT -  STERILIZED MILK TESTING REGISTER"
847336,"SUPPLY OF LOAD CELL FOR 600 KGS CAPACITY"
847340,"GOOD LIFE BLACK CURRANT MILK CHOCO 18 GM"
846339,"JUMO TECLINE HD ONLINE SENSOR,MAKE:JUMO, MODEL NO:201021/10-12-04-18-120/841 P/n-00621070"
6624,"0007-2014-390 GASKET WF SEPARATOR"
865336,"BIO-GAS CHAMBER EXTENSION CIVIL WORK WITH CHAMBER CHEQUER PLATE"
867344,"Bosch GDC 120 Corded Electric Diamond tile/ Marble cutter"
7036,"PVC NYLON BRAIDED GARDEN HOSE- 50m Roll"
880338,"Providing and Fixing structural steel work including Painting"
890378,"Additional cloud Infra services-HOD,RAM,vCPU and upgradation of servers"
884377,"TEMPERATURE TRANSMITTER  WITH SENSOR (ACTIVE)"
891431,"SERVICE OF  7.5 HP 8POLE, 750RPM 3 PHASE INDUCTION MOTOR"
894401,"MINERAL CATRIDGE"
881399,"LT UG cable(1.1 KV aluminium conductor XLP insulated, extruded inner sheathed, galvanized steel strip confirming to IS-7098 Part I along with test certificates 3.5C x 90 sqmm)"
751291,"BUY BACK RATE -EXIDE FMRO-MRED 700L 12V/65Ah BATTERY"
901384,"1'' CLAMP"
901386,"AXA BLADE"
765320,"DEEP GROOVE  BALL BEARING, MAKE:ALFA LEVEL,PART NO:6-11455"
767310,"O-RING, MAKE:ALFA LEVEL,PART NO:6-223412 04"
889379,"IMPELLER RUBBER BONDED METAL BUSH"
508229,"(Inactive)TOP OF FORM ZT-55 VSD AIRCOMPRESSOR 300 CFM BOTTOM OF FORM API789039"
878347,"Mechanical seal for 150KL PMST Agitator"
894395,"O-RINIG, PART NO-260168-60"
890389,"S-37 PHE PLATES 0230R"
924463,"LT POWER CABLES"
902424,"SHAFT SLEEVE FOR CCR 32-200"
891380,"STEEL VESSEL 15 LTR"
891381,"STEEL VESSEL 10 LTR"
883339,"GI LADDER (2.6MX1.2M)"
887397,"SS 304 BOLT (ALLEN BOLT 6X20)"
858339,"TEFLON (Wiper for peda designing)"
648372,"INFRARED THERMOMETER"
955446,"BOUNCE CORBONATED DRINKS JEERA PUDINA 200 ML"
934450,"HYDROCHLORIC ACID LR 35% (2.5 Liter pack)"
349192,"THREADED BOLTS 0019-1590-610"
971464,"GENERATOR STEM SEAL"
950458,"TIMER BASED AUTODRAIN VALVE FOR MODEL G5 FF 10 CFM"
971491,"HANDLOOM CLOTH FOR SEALING GLASS JAR"
620234,"VFD DRIVE, MAKE : YASKAWA, Model: CIMR –VT4A0023FAA  REV: A, MAX APPLI MOTOR: 11KW/7.5KW"
960468,"Peda Mould & die set (45mm), Part No-AFMROUND119"
977454,"10 TYPES OF ASSORTED SWEETS 250 GMS"
984461,"BOLT-PART NO.8127"
961447,"5 LTR GHEE PET JAR STICKERS"
972483,"CLAMPING MODULE EV-15/63-4 Part no-13290"
919518,"Stamping Certificate Charges"
991515,"CREAM/PAST WATER DOSING PUMP TO NEW POWDER PLANT BUILDING WITH VFD"
978460,"MOUSE"
901437,"ROSEWOOD MODERN WOODEN VISITOR CHAIR, FOR OFFICE, SEATING HEIGHT 16-17 INCHE"
989468,"5HP MONOBLOCK MOTOR WITH PUMP"
997470,"Hollow Fiber Membrane Ro"
987480,"Minebea Digital Compression Load cell 25T,Part code:PR6224B/25t C3"
988465,"COMPREHENSIVE MAINTENANCE CONTRACT FOR PITNEY BOWES DIGITAL FRANKING MACHINE AT BENGALURU DAIRY"
881365,"LINK 54L, PART NO:GB02502A0146"
1020499,"MANUAL BFV SS FITTING AND NRV"
1020503,"SS 304 T TYPE PNEUMATIC VALVE WITH CONTROL LHEADDIA 76 M"
1018499,"PENFORTE"
1023499,"TX 6646SC /(272425600289)releaser BRG 2518 BS6"
1008478,"Tetrapak 50KL Cream Seperator Bottom Disc, Part No: 6-58056883"
483239,"Upvc collor 100mm"
1013492,"MULTIPURPOSE CRATE, DIMENSION:540 X 360 X 290, GRADE: HDPE WITH UV – L60075, WEIGHT: 1.5 KG(-/ + 3%), CAPACITY: 25 KG, COLOUR: ANY, SHELF LIFE: MIN. 03 YEARS."
1028485,"Wet Mix"
1017517,"25 AMPS DOUBLE POLE RCCB WITH 300MA SENSITIVITY CAT NO BG202530"
483237,"Upvc tee  25mm"
1039492,"AIR CURTAIN FOR SLIDING DOOR 1.5X 2.1 M HEIGHT"
1031487,"VB Batting pads"
1031495,"SG Sleeves"
1049508,"6SL32550AA004CA1-BASIC OPERATOR PANEL"
9391,"STAINLESS STEEL CARRIER"
881381,"STORAGE CHARGES(SMP/WMP)"
1057533,"REGISTRATION CHARGES"
418221,"MILK PUMP MOTOR STARTER DXM 204-314H"
1047524,"Open Well submersible pump"
1074529,"NANDINI GOLD PC GHEE - DYE CHARGES"
1068525,"TAPERED ROLLER BEARING-31315"
1076559,"GBM  MATHAKSKETHRA BOARD"
1076532,"INSULATION TUBE 3/4-9MM"
1076548,"LOCK NUT FOR ROTOR (SS)"
1080532,"2 MMD DEPOSITS FOR ENERGY METER INSTALLATION"
1060525,"Egli 2T CBMM Beater O-ring  Part no. 5210.278.0070"
1060526,"Egli 2T CBMM Beater Bushing PEEK  Part no.1033.076.0100"
1091534,"COMPLETE MECHANICAL SEAL FOR BUTTER MILK TANK SILO AGITATOR,SIZE:35MM, FACE COMBINATION:SIC/SIC, ELASTOMER:FKM"
1091597,"ONLINE MOISTURE ANALYSER-INFRA-RED"
993481,"SD FINE METHYL ORANGE-PH INDICATOR"
609226,"TARSON PLASTIC BEAKERS-100 ML"
1119527,"CAMERA STAND 2FEET + 2FEET EXTENDABLE"
1085561,"BALL FLOAT STEAM TRAP-1''(25MM)"
1124563,"1/4"" X6 PU ELBOW JANATICS"
1124564,"1/2"" SS HOSE CLAMP"
1107537,"400 CFM Air Compressor Oil Filter Part No:1614974799"
1136539,"BOXER SUPPORTER-LXL"
1136551,"CRICKET POLY SOFT BALL APEX T-20"
49001,"5 HP THREE PHASE INDUCTION MOTOR, MAKE -SIEMENS/ABB/CROPMTON GREAVES, RPM 1440 3.7KW HZ=50, VOLT=415V, 8Amps, FOOT MOUNTED"
53028,"EPSON (X-310 RIBBON CARTRIDGE)"
82038,"ALUMINIUM PATILA WITH LID & HANDLES 10 LITERS"
6281,"ELAICHI PEDA 250 GM"
6336,"YOGURT MANGO 100 ML"
6479,"6MM X 1/4 INTERNAL FEMALE THREADED"
171173,"IFS204 Inductive Sensor"
145046,"Kent Mop Colour Banded 400 gms"
155176,"DRAIN HOSE for RootScrubs M/c"
155183,"GLASS FUSE - T4A for RootScrubs M/c"
54025,"ALLEN BOLT M5*25"
235301,"BETAVAC ZB5-AD3 SWITCH"
235310,"BETAVAC FINGER M5010-4009-01"
235321,"BETAVAC LID PLATE M5010-6004-01"
235277,"DIMA MICRO-PEENED LEFT KNIFE 320058012154MP"
132035,"ROTATING AND STATIONARY WITH SS SPRING    MODEL NO: LKH10"
145070,"Bathroom cleaner red (Make: cleanbust)"
235200,"DIMA GASKET FOR PUMP FWALC05-T"
235222,"DIMA SPHERICAL BUSHING SUPPORT 611001570158"
235225,"DIMA BLOCK GATE BUSHING 922000085329"
235260,"DIMA V-RING SEAL V60S BV60S"
161203,"BACK TYRE BRIDGE Stone tyre for innova Crysta 215/55 R-17"
111050,"6A COMBAINED SWITCH AND SOCKET BOX"
223172,"WEIGHING CONSOLE SI-810 CAPACITY 600KGS ESSAE"
323173,"MATRIX GREASE LITHIUM EP 2"
37002,"CLEANING SOLUTION MILKO SCREEN 30ML"
55027,"ELECTRIC AIR BLOWER"
146173,"Ammonia canister with waist belt"
354326,"CLOSAN SUSP 100ML"
354337,"AX-191 FAVIT-H 10ML"
7053,"V BELT   B40"
269189,"Upper Seat Seal for MPV 51MM"
10547,"LAWN MOVER BLADE"
10443,"HACK SAW BLADE"
6626,"AIR REGULATOR WITH METAL BOWL 3/4'' BSP"
358172,"E&H STEAM FLOW METER DN50 OR 2"" PROWIRL F 200"
192255,"Oil Seal, Gear Case Cover - U2 64 000030012+"
330177,"PROZOPRESS XL 5MG"
6056,"Letter head pad small size"
8449,"LDPEFILM SHUBAM 1000ML(MILITARY)-3 COLOUR"
402216,"LDPE FILM FLAVOURED MILK 200ML 3 COLOURS"
8463,"LDPE FILM- 500ML SHUBAM-4 COLOUR"
304266,"1 WAY GANG BOX"
211178,"COPPER TUBE TERMINALS LONG BARREL120 SQ MM"
213179,"COPPER  RING NON  INSULATOR 10 SQ MM"
354363,"POTASSIUM PERMANGANATE 200GM"
301176,"TRACTOR EMULSION - PUTTING GREEN -9736"
432229,"POTASSIUM PERMANGANATE PURIFIED (MEETS ANALYTICAL SPECIFICATION OF  IP,BP,PH.EUR)"
471216,"Allen bradley  Micrologix 1400 32 point controller  CAT : 1766-L32BXB"
471217,"Allen bradley  1769-IQ32 CompactLogix 32-Point 24VDC Input Module"
